Track name,Artist name,Album,Playlist name,Type,ISRC,Tidal - id
"Talk Whiff (feat. Jason Williamson)","SCORN","Cafe Mor","Favorites tracks","Favorite","GBWUL1908609","120899462"
"Moiré (Piano & Organ)","Jan Jelinek","Loop-Finding-Jazz-Records","Favorites tracks","Favorite","DELA21100113","18683745"
"Gertrudis, Get Through This!","mourn","Gertrudis","Favorites tracks","Favorite","ES74I1500001","47146027"
"Rakka","Vladislav Delay","Rakka","Favorites tracks","Favorite","UK8261900193","128112650"
"Megaton","Coma World","Coma World","Favorites tracks","Favorite","UKZ4L2000002","184834783"
"Intimate Immensity","Tomaga","Intimate Immensity","Favorites tracks","Favorite","FR10S2133802","169516108"
"Reality Fades","Weedpecker","II","Favorites tracks","Favorite","TCACF1586234","45867881"
"Pigs","Just Mustard","Wednesday","Favorites tracks","Favorite","QZDA51836272","251610318"
"Cosmic Serpent (Dub)","Zongamin","O! Versions","Favorites tracks","Favorite","GBLV62033689","170981723"
"Just Wrong","Pino Palladino","Just Wrong","Favorites tracks","Favorite","USUM72022564","170205867"
"The Heart of Things","Loke Rahbek","Elephant","Favorites tracks","Favorite","GBHLW1903737","126073987"
"Drifting","Pole","Fading","Favorites tracks","Favorite","GBR8R2000140","160620537"
"Dahlem","To Rococo Rot","Hotel Morgen","Favorites tracks","Favorite","GBCEL0500112","3745725"
"Stereomission","Mouse on Mars","Iaora Tahiti","Favorites tracks","Favorite","GBBNZ9500029","2179889"
"The New Untitled (Potomac Avenue)","Antoine Berjeaut","Moving Cities","Favorites tracks","Favorite","FR9W11730933","137074674"
"Lonely Woman","Rafiq Bhatia","Standards Vol. 1","Favorites tracks","Favorite","USEP41905005","127673505"
"Triple A","Antoine Berjeaut","Moving Cities","Favorites tracks","Favorite","FR9W11730930","137074671"
"Clouds Strum","Beatrice Dillon","Workaround","Favorites tracks","Favorite","QMB622010606","125059377"
"Into the Televerse","Pablo Bolivar","The Deep Collection","Favorites tracks","Favorite","DEAR41215555","14347397"
"For You","Fluxion","Broadwalk Tales","Favorites tracks","Favorite","DEU671401088","28274640"
"Strangers","Courtney John","Strangers","Favorites tracks","Favorite","FR9W11616795","86563078"
"Shortcummings","Sleaford Mods","Spare Ribs","Favorites tracks","Favorite","GBCVZ2000173","167366066"
"Burn A Print","Lotic","Burn A Print","Favorites tracks","Favorite","GBEXH2000067","405621366"
"Transit (feat. David Sylvian)","Fennesz","Venice","Favorites tracks","Favorite","GBJYX0553208","4186915"
"Ranta","Vladislav Delay","Multila","Favorites tracks","Favorite","USA560668507","10051746"
"Pseudo Scholastic (Dramatic Reenactment)","SOTE","Parallel Persia Remixes","Favorites tracks","Favorite","USA2Z2000460","299103807"
"(513)","Vladislav Delay","500 Push-Up","Favorites tracks","Favorite","BEA691900358","152051190"
"Cashmere","Badbadnotgood","IV","Favorites tracks","Favorite","USD8D1634011","214954190"
"Source","Nubya Garcia","SOURCE","Favorites tracks","Favorite","USC4R2006649","151981857"
"Give Back What U Stole From Me","Oscar Jerome","Breathe Deep","Favorites tracks","Favorite","GBUM72000929","151182252"
"Into The Sun","Viagra Boys","Welfare Jazz","Favorites tracks","Favorite","SE5AJ2001176","423761220"
"Replicant","Special Request","Stairfoot Lane Bunker","Favorites tracks","Favorite","GBEXH1700004","402192324"
"we need mo color.","PINK SIIFU","NEGRO","Favorites tracks","Favorite","QM24S2004127","137427224"
"Rain Dance / Wisdom","Emma-Jean Thackray","Rain Dance","Favorites tracks","Favorite","GB5P52000050","131163359"
"Y.O.Y.O","Moses Boyd","Dark Matter","Favorites tracks","Favorite","QMFME1924100","123280407"
"Bestie","Polysick","Flora e Fauna","Favorites tracks","Favorite","DEVY92000084","140652182"
"Lickupon","Viktor Vaughn","Vaudeville Villain","Favorites tracks","Favorite","QMFMG1316692","22518245"
"Sizwile","SPAZA","UPRIZE! (Original Motion Picture Soundtrack)","Favorites tracks","Favorite","ZAYX51600065","316034643"
"I Hope That I Don't Fall In Love With You","Tom Waits","Anthology Of Tom Waits","Favorites tracks","Favorite","USEE10801089","121122207"
"Lazy Line Painter Jane","Belle & Sebastian","Push Barman to Open Old Wounds, Vol. 1","Favorites tracks","Favorite","GBCAX0503704","322297316"
"Reflection of Youth","EERA","Reflection of Youth","Favorites tracks","Favorite","GBCFB1700334","78210920"
"Burning","Kim Myhr","Pressing Clouds Passing Crowds","Favorites tracks","Favorite","NOFGH1812060","96497015"
"Busoga","Nihiloxica","Kaloli","Favorites tracks","Favorite","BE6F52000080","144219262"
"Track 08 from Fields of Innards","Thor Harris","Fields of Innards","Favorites tracks","Favorite","USI4R0610111","31459719"
"SB-08","Unknown Mortal Orchestra","SB-08","Favorites tracks","Favorite","QM24S2011627","165629424"
"Room40 Dub (with Lawrence English)","Thor Harris","Doom Dub","Favorites tracks","Favorite","USJZA1930803","164453164"
"The Hook Up","Tomas Fujiwara","After All Is Said","Favorites tracks","Favorite","QM6P41452466","44059790"
"All Who Wonder Are Not Lost","Danalogue","I Was Not Sleeping","Favorites tracks","Favorite","QMBZ92064022","158447982"
"Did You Ever Hear About the Mau Mau (Live)","Alabaster DePlume","If In Doubt Yes: The Corner of a Sphere Live & Remixed","Favorites tracks","Favorite","GBZDN1900014","103045811"
"I Hope","Alabaster DePlume","To Cy & Lee: Instrumentals Vol. 1","Favorites tracks","Favorite","QM84B1929011","184852429"
"Untitled","Alessandra Novaga","I Never Meta Guitar Three","Favorites tracks","Favorite","QM6P41431486","44109290"
"Gull Communion","Danalogue","I Was Not Sleeping","Favorites tracks","Favorite","QMBZ92064017","158447975"
"Any of These","Tara Clerkin Trio","Tara Clerkin Trio","Favorites tracks","Favorite","GBQLP2000064","129736840"
"I Know He Will","Tara Clerkin Trio","Tara Clerkin Trio","Favorites tracks","Favorite","GBQLP2000062","129736838"
"May Be a Little Lie","Moriarty","Epitaph","Favorites tracks","Favorite","FRPCS1500100","43185756"
"Say the Name","clipping.","Visions of Bodies Being Burned","Favorites tracks","Favorite","USSUB2033102","154901724"
"Resistance","Chicago Underground Trio","Chronicle","Favorites tracks","Favorite","US4B90757302","2763987"
"Jrifted","Jeff Parker","The New Breed","Favorites tracks","Favorite","QM84B1509005","184828068"
"Max Brown","Jeff Parker","Suite for Max Brown","Favorites tracks","Favorite","QM84B1930012","184816291"
"Fusion Swirl","Jeff Parker","Suite for Max Brown","Favorites tracks","Favorite","QM84B1930004","184816283"
"Immortal","Nazar","Guerrilla","Favorites tracks","Favorite","GBLZC1900163","124949035"
"For Amanda","Anaximander Fragment","Wagon Drawn Horse","Favorites tracks","Favorite","USJZA2000303","165357178"
"Weavin'","apltn","Vibe Out to Help Out","Favorites tracks","Favorite","FRS182098255","163726653"
"Always Forever Now","Passengers","Original Soundtracks 1","Favorites tracks","Favorite","GBAAN9500154","638082"
"Apple Of Sodom","Marilyn Manson","Lost Highway","Favorites tracks","Favorite","USIR19701169","94442121"
"#14","Aphex Twin","Selected Ambient Works Volume II","Favorites tracks","Favorite","GBBPW9400045","16024100"
"On the wing","How To Destroy Angels","Welcome oblivion","Favorites tracks","Favorite","USQX91201512","19053971"
"Arp III: Far From Shore","Dan Deacon","Mystic Familiar","Favorites tracks","Favorite","GBCEL1900379","128185454"
"Bol","Sarathy Korwar","More Arriving","Favorites tracks","Favorite","GBCKB1911211","110713038"
"Shostakovich: Preludes and Fugues for Piano, Op. 87: Prelude & Fugue No. 4 in E minor: Fugue","Vladimir Ashkenazy","Shostakovich: 24 Preludes & Fugues, Op.87","Favorites tracks","Favorite","GBF079813690","4554027"
"Ça Commence Par","Kate NV","Room For The Moon","Favorites tracks","Favorite","US6PQ2000027","131892942"
"Just a Touch","Perfume Genius","Set My Heart On Fire Immediately","Favorites tracks","Favorite","USMTD1900275","140644937"
"Blue Crow","Hayden Thorpe","Blue Crow","Favorites tracks","Favorite","GBCEL2000485","155219084"
"Black Qualls","Thundercat","It Is What It Is","Favorites tracks","Favorite","GBCFB2000013","128384453"
"Ra's Noise (Thukumbado)","Jyoti","Mama, You Can Bet!","Favorites tracks","Favorite","CAK472004105","333492316"
"An Interlude (that get' more intense)","Ambrose Akinmusire","on the tender spot of every calloused moment","Favorites tracks","Favorite","USUM72004819","143135285"
"Plans","Kate NV","Room For The Moon","Favorites tracks","Favorite","US6PQ2000031","131892946"
"Both Mode","Lomelda","Hannah","Favorites tracks","Favorite","QZAZS2007311","145405155"
"Ice","Duval Timothy","Help","Favorites tracks","Favorite","GBKPL2082831","240520070"
"3AM","Amaarae","THE ANGEL YOU DON'T KNOW","Favorites tracks","Favorite","US23A1512502","157541245"
"Workaround Seven","Beatrice Dillon","Workaround","Favorites tracks","Favorite","QMB622010608","125059379"
"U","Duval Timothy","Help","Favorites tracks","Favorite","GBKPL2082833","240520073"
"Ten Ton Hammer","Machine Head","The More Things Change...","Favorites tracks","Favorite","NLA329780023","705742"
"You Rang","Roni Size (Mask)","Data Bass","Favorites tracks","Favorite","USA560449209","67230610"
"Abscission","Deathspell Omega","Paracletus","Favorites tracks","Favorite","FR33T1080903","91166633"
"In Full View","Per Mission","A Ritual Loop","Favorites tracks","Favorite","USR270400902","19352447"
"String Quartet No. 1 in D Major, Op. 25: I. Andante sostenuto - Allegro vivo","Belcea Quartet","Britten: String Quartets Nos. 1 - 3 & Divertimenti","Favorites tracks","Favorite","GBAYC0402273","2869587"
"Both Mode","Lomelda","Hannah","Favorites tracks","Favorite","QZAZS2007311","145405155"
"Ice","Duval Timothy","Help","Favorites tracks","Favorite","GBKPL2082831","240520070"
"3AM","Amaarae","THE ANGEL YOU DON'T KNOW","Favorites tracks","Favorite","US23A1512502","157541245"
"Workaround Seven","Beatrice Dillon","Workaround","Favorites tracks","Favorite","QMB622010608","125059379"
"U","Duval Timothy","Help","Favorites tracks","Favorite","GBKPL2082833","240520073"
"Ten Ton Hammer","Machine Head","The More Things Change...","Favorites tracks","Favorite","NLA329780023","705742"
"You Rang","Roni Size (Mask)","Data Bass","Favorites tracks","Favorite","USA560449209","67230610"
"Abscission","Deathspell Omega","Paracletus","Favorites tracks","Favorite","FR33T1080903","91166633"
"In Full View","Per Mission","A Ritual Loop","Favorites tracks","Favorite","USR270400902","19352447"
"String Quartet No. 1 in D Major, Op. 25: I. Andante sostenuto - Allegro vivo","Belcea Quartet","Britten: String Quartets Nos. 1 - 3 & Divertimenti","Favorites tracks","Favorite","GBAYC0402273","2869587"
"Same Place Again","Patricia Lalor","This is How We Connect, While You Stand So Tall","Favorites tracks","Favorite","GBAHS2001127","162508299"
"AL-QUAMAR","Coh","MUSIC VO","Favorites tracks","Favorite","QZMHP2090725","158884532"
"I Know That","Brilliantes Del Vuelo","Late Night Tales: Khruangbin","Favorites tracks","Favorite","GB5EM2001937","381702769"
"Night Ash Black (Bill Laswell - ""Slow Black Underground River"" Mix)","SCORN","Ellipsis","Favorites tracks","Favorite","GBBPB0700627","18647934"
"Weaver","Girls in Airports","Dive","Favorites tracks","Favorite","DKPK52000203","157627135"
"Time Machine","Painted Shield","Painted Shield","Favorites tracks","Favorite","QM6P42091360","149746415"
"Favourite Kind Of Girl","Gotts Street Park","Volume Two","Favorites tracks","Favorite","UKGUH2001303","163072559"
"Pork And Pickles","Ill Considered","Ill Considered VIII","Favorites tracks","Favorite","UK5FX1901202","265338391"
"Stone","Readers Wives","20 Big Ones","Favorites tracks","Favorite","AUCI11210014","83213937"
"Cooling Ponds (Drowning)","Ceephax Acid Crew","Cro Magnox","Favorites tracks","Favorite","UKQJ71800015","92868425"
"Hell for Certain","Gwenifer Raymond","Strange Lights Over Garth Mountain","Favorites tracks","Favorite","USCBL2060002","157255132"
"So Much Love (Textstar Version)","Farben","Textstar","Favorites tracks","Favorite","DELA21100090","18683856"
"Automatic Fantastic","Brant Bjork","Jalamanta","Favorites tracks","Favorite","USDBY0601257","24155859"
"Liuos","Pan Sonic","Aaltopiri","Favorites tracks","Favorite","GBAJH0000428","24057782"
"Dreamers change the world","El Perro Del Mar","Life is full of rewards","Favorites tracks","Favorite","SE5A32000206","161082385"
"A Day In The Life","The Beatles","Sgt. Pepper's Lonely Hearts Club Band (Remastered)","Favorites tracks","Favorite","GBAYE0601519","55163301"
"Take the Thorn, Leave the Rose","Ana Roxanne","Because of a Flower","Favorites tracks","Favorite","USNCB2023007","154248101"
"Statement of Freedom","Envy","Last Wish - Live at Liquidroom Tokyo","Favorites tracks","Favorite","QM7282096064","156028914"
"The Three Realms","D.K.","The Goddess Is Dancing","Favorites tracks","Favorite","UK8261900232","133821102"
"In My Heart (July '19)","MP Productions","In My Heart","Favorites tracks","Favorite","GBBPW1900147","161465906"
"Camille","Ana Roxanne","Because of a Flower","Favorites tracks","Favorite","USNCB2023005","154248099"
"Celestine","Banco de Gaia","Big Men Cry (Special Edition)","Favorites tracks","Favorite","GBAZF9700026","163160749"
"Seems To Be Getting Closer","Gidge","New Light","Favorites tracks","Favorite","NLC7F2000093","184855756"
"Mein Freund Der Baum","Manuela Krause","Monika Force","Favorites tracks","Favorite","DEH210200801","18735025"
"Tail in My Mouth","Tempers","Fundamental Fantasy","Favorites tracks","Favorite","UKF2D1700001","101459978"
"Science Fair","Black Country, New Road","Science Fair","Favorites tracks","Favorite","GBCFB2000567","157887690"
"Five","Blake Mills","Look","Favorites tracks","Favorite","USUM71815098","99351127"
"Eternity (Earth Version)","Emika","Eternity (Earth Version)","Favorites tracks","Favorite","UKALE1901401","105865474"
"Routine","Steven Wilson","Hand Cannot Erase","Favorites tracks","Favorite","GBCQV1400519","43739576"
"Before","Riverside","Second Life Syndrome","Favorites tracks","Favorite","GBDHC0941709","52078402"
"Let's Not Do Much About It","The Remote Viewer","You're Going To Love Our Defeatist Attitude","Favorites tracks","Favorite","DEX700400066","18683715"
"NL-L56-19-08690","Aleksi Perälä","Oscillation Part 1","Favorites tracks","Favorite","NLL561908690","134289638"
"Tele-Vangelis","Botany","End the Summertime F(or)ever","Favorites tracks","Favorite","US78L2022015","147569237"
"Sunrelenting","Botany","End the Summertime F(or)ever","Favorites tracks","Favorite","US78L2022002","147569224"
"Buggin (Instrumental)","The Professionals","The Professionals (Instrumental)","Favorites tracks","Favorite","USA2P2027728","149739514"
"Magic Arrow","Timber Timbre","Timber Timbre (Deluxe)","Favorites tracks","Favorite","CASA70919289","397586250"
"Mork n Mindy","Sleaford Mods","Mork n Mindy","Favorites tracks","Favorite","GBCVZ2000179","158095041"
"Butcher","Public Memory","Ripped Apparition","Favorites tracks","Favorite","QMGEB2007105","152896163"
"FICTION","SUUNS","FICTION EP","Favorites tracks","Favorite","USJZA2034804","152753429"
"Mir","Murcof","Check the Water","Favorites tracks","Favorite","GBCKB0200007","110712744"
"Cubist Camouflage","Huerco S.","For Those Of You Who Have Never (And Also Those Who Have)","Favorites tracks","Favorite","USYBL1600460","60260372"
"Hetkonen","Vladislav Delay","Kuopio","Favorites tracks","Favorite","DEAS91200071","262310502"
"Tomorrowtoday, Pt. 2","Triosk","Moment Returns","Favorites tracks","Favorite","GBCKB0400606","110713187"
"Them, Their","Jan Jelinek","Loop-Finding-Jazz-Records","Favorites tracks","Favorite","DELA21100116","18683748"
"Rock In The Video Age","Jan Jelinek","Loop-Finding-Jazz-Records","Favorites tracks","Favorite","DELA21100114","18683746"
"Little Town","Connie Constance","The Butterfly Club","Favorites tracks","Favorite","FRX762098940","156136471"
"they told us it was hard, but they were wrong.","Ela Minus","they told us it was hard, but they were wrong. (remixes)","Favorites tracks","Favorite","GBCEL2000135","143532024"
"Damaged Eyes Squinting into the Beautiful Overhot Sun","Deerhoof","Future Teenage Cave Artists","Favorites tracks","Favorite","USJZA2033110","132037912"
"Emergency Equipment And Exits","Ganser","Emergency Equipment And Exits","Favorites tracks","Favorite","QMGEB2007204","144017991"
